IdDon;Auteur;Intermediaire;IdBene;Beneficiaire;Statut;Nature;Lieu;Formes;Poids;Prix;Informations;Sources
21;Jean sans Peur;;77;Jean de La Chapelle;;Pour ses étrennes;Aucune mention;De la vaisselle;;100 écus ;1 January 1408;ADCO, B 1556, f° 90 v°
22;Jean sans Peur;;161;Guillaume Sanguin;;Pour ses étrennes;Paris;1 lineau garni de 2 saphirs, 1 balais et 3 perles;;100 écus ;1 January 1410;ADCO, B 1560, f° 131 v°
23;Jean sans Peur;;2441;La Damoiselle de La Moree;Nièce de la comtesse de Genève;Don fait par le duc, par l'intermédiaire de la duchesse de Bourgogne;Paris;1 collier d'or;;100 écus d'or;4 October 1407;ADCO, B 1547, f° 122 r°
24;Jean sans Peur;Marguerite de Bavière;454;Marguerite de Bourgogne, de Guyenne;Duchesse de Guyenne et épouse de Louis de France;Etrennes;Paris;1 anneau d'or à un diamant;;100 écus ou 112 fr. demi monn. royal (les 4 anneaux avec 4 diamants);1 January 1413;ADCO, B 1572, f° 42 v°
25;Jean sans Peur;Marguerite de Bavière;2220;Louis de France;Duc de Guyenne;Etrennes;Paris;1 anneau d'or à un diamant;;100 écus ou 112 fr. demi monn. royal (les 4 anneaux avec 4 diamants);1 January 1413;ADCO, B 1572, f° 42 v°
26;Jean sans Peur;;735;Louis de Damas;Seigneur de Digoine, chambellan du duc;"""Pour le servir en larmee presentement faite a Paris""";Paris;4 tasses d'argent dorées;10010 estelins au prix de 10 fr./marc;100 fr. 10 s. p. monn. royal;9 November 1410;ADCO, B 1560, f° 143 v°
27;Jean sans Peur;;161;Guillaume Sanguin;;Pour ses étrennes;Aucune mention;1 diamant;;100 fr. monn. royal;1 January 1412;ADCO, B 1570, f° 216 v° et 217 r°
28;Jean sans Peur;;178;Jean Malouel;;"""En recompensacion dun tableau quil lui donna ledit jour""";Paris;100 fr.;;100 fr. monn. royal;1 January 1410;ADCO, B 1560, f° 132 v°
29;Jean sans Peur;;205;Guillaume Bonnier;Conseiller du duc et bailli de Hesdin;Pour le baptême d'un enfant qu'il fit tenir sur fonts;Aucune mention;De la vaisselle d'argent;;100 fr. monn. royal;13 September 1407;ADCO, B 1547, f° 201 v° et 202 r°
30;Jean sans Peur;;205;Guillaume Bonnier;Conseiller et bailli de Hesdin;Don présenté à la femme de Guillaume Bonyer, conseiller du duc et bailli de Hesdin, lorsqu'elle accoucha d'un fils que le duc fit tenir sur fonts et porta son nom;Aucune mention;De la vaisselle d'argent doré et blanc;;100 fr. monn. royal;30 January 1408;ADCO, B 1554 f° 196 r°
31;Jean sans Peur;Michault de Lallier;274;Jean de Pressy;Receveur général des finances du duc;"Pour ses étrennes et ""pour les bons et agreables services que ycelui receveur lui a fais ou temps passe fait de jour en jour et espoyre que face ou temps advenir""";Aucune mention;De la vaisselle d'argent;;100 fr. monn. royal;1 January 1408;ADCO, B 1556, f° 84 r°
32;Jean sans Peur;;635;Jean de La Viefville, dit Gauvain de La Viefville;Seigneur de La Viefville;"""Pour le servir en larmee presentement faite a Paris""";Paris;6 tasses d'argent vérées et martelées au fond;;100 fr. monn. royal;9 November 1410;ADCO, B 1560, f° 144 v°
33;Jean sans Peur;;650;Jean Ier de Croÿ;Seigneur de Croÿ;"""Pour le servir en larmee presentement faite a Paris""";Paris;6 tasses d'argent vérées et martelées au fond;;100 fr. monn. royal;9 November 1410;ADCO, B 1560, f° 144 v°
34;Jean sans Peur;;677;Baudouin, dit Beaugois d'Ailly;Seigneur de Quesnoy-sur-Airaines, chambellan du duc;Aucune mention particulière;Paris;1 aiguière d'argent dorée + 1 hanap d'argent doré;10000 estelins au prix de 10 fr./marc;100 fr. monn. royal;27 May 1410;ADCO, B 1560, f° 137 v°
35;Jean sans Peur;;677;Baudouin, dit Beaugois d'Ailly;Vidame d'Amiens;"""Pour le servir en larmee presentement faite a Paris""";Paris;6 tasses d'argent vérées et martelées au fond;;100 fr. monn. royal;9 November 1410;ADCO, B 1560, f° 144 v°
36;Jean sans Peur;;707;Antoine Forest;Grenetier de Paris;Etrennes;Aucune mention;1 diamant;;100 fr. monn. royal;28 January 1412;ADCO, B 1571, f° 127 r°
37;Jean sans Peur;;967;Etienne Moreau;Contrôleur de la dépense de l'hôtel du duc;Le jour de ses noces;Paris;1 gobelet d'argent doré + 1 aiguière d'argent dorée;;100 fr. monn. royal;17 February 1413;ADCO, B 1572, f° 40 v°
38;Jean sans Peur;;1111;Jean Mainfroy;;Pour ses étrennes;Aucune mention;1 diamant;;100 fr. monn. royal;1 January 1412;ADCO, B 1570, f° 216 v° et 217 r°
39;Jean sans Peur;Michault de Laillier;1507;Les serviteurs et officiers du duc de Guyenne;Un chevalier;"""Qui avoit este prisonnier des englois""";Aucune mention;De la vaisselle d'argent doré;;100 fr. monn. royal;4 August 1408;ADCO, B 1556, f° 83 v°
40;Jean sans Peur;;1516;Claus de Werve;;"""Pour ses noces"" Offert par le duc, par l'intermédiaire de son échanson Jarot de Villers";Gand;De la vaisselle;;100 fr. monn. royal;13 August 1407;ADCO, B 1547, f° 94 v°
41;Jean sans Peur;;2119;Jean de Cornouailles;Chevalier anglais;"""Aux armes quil fist pieca a Paris a lencontre du seneschal de Henault""";Paris;1 rabot d'or garni de 2 gros diamants;;100 fr. monn. royal;26 October 1409;ADCO, B 1558, f° 125 r°
42;Jean sans Peur;;2236;Olivier de Châtillon;Comte de Penthièvre;Pour ses étrennes;Aucune mention;1 fermail garni de 3 perles, 3 diamants et 1 balais;;100 fr. monn. royal;1 January 1412;ADCO, B 1570, f° 216 r°
43;Jean sans Peur;;2249;Charles III de Navarre;Roi de Navarre;Aucune mention particulière;Paris;1 anneau avec 1 diamant;;100 fr. monn. royal;2 December 1409;ADCO, B 1558, f° 124 r° et 124 v°
44;Jean sans Peur;;2307;Maurice de Ruilly;Garde des coffres du roi;Pour ses étrennes;Aucune mention;6 tasses d'argent dorées ;10000 estelins au prix de 10 fr./marc;100 fr. monn. royal;1 January 1412;ADCO, B 1570, f° 208 r° et 208 v°
45;Jean sans Peur;;2307;Maurice de Ruilly;Garde des coffres du roi;Pour ses étrennes;Aucune mention;6 tasses d'argent dorées ;10000 estelins au prix de 10 fr./marc;100 fr. monn. royal;1 January 1412;ADCO, B 1570, f° 208 r° et 208 v°
46;Jean sans Peur;;2402;Les serviteurs et officiers du duc de Bretagne;Un chevalier du duc de Bretagne;Aucune mention particulière;Creil;1 collier d'or;1 marc et demi au prix de 100 fr. or;100 fr. monn. royal;22 February 1406;ADCO, B 1543, f° 129 v°
47;Jean sans Peur;;2422;Isabeau de Baviere;Reine de France;Etrennes;Paris;1 diamant à trois losanges;;100 fr. monn. royal;1 January 1413;ADCO, B 1572, f° 42 r° et 42 v°
48;Jean sans Peur;Michault de Laillier;2470;Les serviteurs et officiers de l'archevêque de Cologne;Un écuyer;Aucune mention particulière;Aucune mention;1 gobelet d'argent doré;1314 estelins au prix de 10 fr./marc;100 fr. monn. royal;4 August 1408;ADCO, B 1556, f° 83 v°
49;Jean sans Peur;;2510;Les serviteurs et officiers de la comtesse de Clèves;Trois dames;"""A 3 des dames qui ont acompaigne madame de Cleves ausdictes nopces""";Bruxelles;3 bracelets d'or, avec une châine pendante et un diamant au bout de la chaine;;100 fr. monn. royal;21 July 1409;ADCO, B 1558, f° 116 v°
50;Jean sans Peur;;2561;Jean Le Vavasseur;Receveur des aides d'Evreux pour le roi;"""Pour consideracion des bons et aggreables services quil lui a fais en lan mil CCCC XI ou payement de 3000 escus dont mon dit seigneur avoit este assignez sur sa Recepte et autrement liberalment. Et affin quil soit plus tenu au dit seigneur, ou temps advenir""";Aucune mention;De la vaisselle;;100 fr. monn. royal;6 May 1412;ADCO, B 1571, f° 128 v°
51;Jean sans Peur;;2632;La fille de Jocerand Frepier;Conseiller du duc;Pour ses noces;Paris;6 hanaps d'argent dorés ;10 marcs au prix de 10 fr./marc;100 fr. monn. royal;24 April 1412;ADCO, B 1570, f° 213 v° et 214 r°
52;Jean sans Peur;L'abbé de Saint-Vaast d'Arras;2633;Jean Cadant;Ambassadeur du roi d'Angleterre;A l'occasion de la visite de l'ambassadeur à Arras.;Aucune mention;6 hanaps d'argent dorés de très belle et nouvelle façon, et de très bons et gracieux ouvrages émaillés au fond;9410 estelins au prix de 10 fr./marc;100 fr. monn. royal;6 mai 1412 (mandement);ADCO, B 1571, f° 132 r° et 132 v°
53;Jean sans Peur;;2665;Guillemette de Laillier;Femme de Michault de Laillier, conseiller du roi;"""Donne aux estraines derrain passe [...] pour consideracion des bons et agreables services que ledit Michiel a fais a mondit seigneur en mainte manieres fait chacun jour et espere que face ou temps avenir""";Paris;1 gros diamant carré en un anneau d'or;;100 fr. monn. royal;26 January 1413;ADCO, B 1572, f° 39 r°
54;Jean sans Peur;Regnier Pot;2350;Les serviteurs et officiers du roi de Bohême;Des damoiselles;Lors d'une ambassade de Regnier Pot en Bohême;Paris;2 colliers d'argent de l'ordre du duc + 1 fermail d'or garni d'une grosse perle, d'un balai et d'un saphir;;100 fr. monn. royal (l'ensemble);3 November 1409;ADCO, B 1560, f° 140 r°
55;Jean sans Peur;Jean Mercier;2605;Bonne d'Armagnac;Damoiselle de l'hôtel de la reine et d'autres qui ne sont pas nommées;Aucune mention particulière;Aucune mention;Plusieurs diamants;;100 fr. monn. royal (l'ensemble);1 April 1411;ADCO, B 1562, f° 52 v°
56;Jean sans Peur;;24;Ferri de Hangest;Bailli de Vermandois;Pour ses étrennes;Gand;Un hanap d'or;;100 l. t. monn. royal;17 February 1407;ADCO, B 1547, f° 123 r°
57;Jean sans Peur;;273;Jocerand Frepier;Conseiller du duc;Dons pour ses noces;Paris;12 tasses d'argent bavées;1500 estelins ;100 l. t. monn. royal;22 September 1407;ADCO, B 1547, f° 118 v°
58;Jean sans Peur;;150;Charles VI;Roi de France;Aucune mention particulière. Le don est fait conjointement avec le roi de Navarre;Paris;1 collier d'or;;1000 écus (pour la partie payée par le duc);1 December 1409;ADCO, B 1558, f° 120 v°
59;Jean sans Peur;;2671;Le comte de Wernie (?);;Lors d'une ambassade auprès du duc;Bruges;6 tasses d'or (A) + 6 couvercles d'or pour les tasses (B) + 1 aiguière d'or (C) ;11307 estelins ob. (A) + 1711 estelins/chaque couvercle (B) + 2003 onces 17 estelins ob. (C);1000 écus de 40 gros monn. de Flandre l'écu;18 September 1413;ADCO, B 1576, 172 r°
60;Jean sans Peur;;2004;Claude de La Sarree ;;"""Pour le servir en larmee presentement faite a Paris""";Paris;1 gobelet d'argent doré + 1 coupe d'argent doré;9819 estelins au prix de 8 fr./marc (l'ensemble des 4 objets);101 fr. 3 s. p. monn. royal (l'ensemble);9 November 1410;ADCO, B 1560, f° 144 r°
61;Jean sans Peur;;2583;François de Sernay (?);Ecuyer;"""Pour le servir en larmee presentement faite a Paris""";Paris;1 gobelet d'argent doré + 1 coupe d'argent doré;9819 estelins au prix de 8 fr./marc (l'ensemble des 4 objets);101 fr. 3 s. p. monn. royal (l'ensemble);9 November 1410;ADCO, B 1560, f° 144 r°
62;Jean sans Peur;;818;Le seigneur de Chateauneuf en Savoie;;"""Pour le servir en larmee presentement faite a Paris""";Paris;6 tasses à pied dorées;10100 estelins au prix de 10 fr./marc;101 fr. 4 s. p. monn. royal;9 November 1410;ADCO, B 1560, f° 145 r°
63;Jean sans Peur;;1352;Jacques de La Viefville, dit Coppin de La Viefville;;Le jour de ses noces faites à Paris en l'hôtel de la reine au mois d'avril 1409;Dijon;2 pots d'argent blanc;13400 estelins au prix de 7 fr. demi/marc;101 fr. 5 s. t. monn. royal;19 May 1409;ADCO, B 1558, f° 119 r°
64;Jean sans Peur;;114;Jean Ier de Neufchatel;;"""Pour le servir en larmee presentement faite a Paris""";Paris;1 troule/tronle d'argent doré + 1 gobelet d'argent doré;10105 estelins au prix de 10 fr./marc;101 fr. 9 s. p. monn. royal;9 November 1410;ADCO, B 1560, f° 145 r°
65;Jean sans Peur;;681;Pierre de Bauffremont;Sénéchal de Rhodes;"""Laquelle mondit seigneur a donnee a pluseurs chevaliers et escuiers qui lestoient venus servir en armes a Paris""";Paris;1 aiguière martelée, vérée et émaillée + 6 gobelets d'argent martelés et vérés ;10 marcs 1 once 15 estelins (l'ensemble) au prix de 10 fr./marc;102 fr. 3 s. 9 d. t. monn. royal;9 November 1405;ADCO, B 1543, f° 131 v°
66;Jean sans Peur;;275;Regnaudin Doriac;Conseiller du duc;"""Pour le servir en larmee presentement faite a Paris""";Paris;6 tasses d'argent vérées ;12000 estelins au prix de 10 fr./marc;102 fr. monn. royal;9 November 1410;ADCO, B 1560, f° 144 r°
67;Jean sans Peur;;73;Jean de La Hamaide;Seigneur de La Hamaide;"""Pour le servir en larmee presentement faite a Paris""";Paris;2 bouteilles d'argent blanc;12715 estelins au prix de 8 fr./marc;103 fr. 12 s. p. monn. royal;9 November 1410;ADCO, B 1560, f° 143 r°
68;Jean sans Peur;;454;Marguerite de Bourgogne, de Guyenne;Duchesse de Guyenne et épouse de Louis de France;Pour leurs étrennes;Aucune mention;1 agnière d'or ciselé;;103 fr. 12 s. t. monn. royal;1 January 1405;ADCO, B 1543, f° 122 v°
69;Jean sans Peur;;2350;Les serviteurs et officiers du roi de Bohême;Un chevalier;Aucune mention particulière;Paris;1 collier d'or;;105 fr. 12 s. 5 d. t. monn. royal;28 September 1409;ADCO, B 1558, f° 118 r°
70;Jean sans Peur;;2448;Les serviteurs et officiers du comte de Clèves;Deux chevaliers, serviteurs d'Adolphe II de Clèves, comte de Clèves et de La Marck;Pour leurs étrennes;Aucune mention;2 hanaps d'argent dorés et poinçonnés;10400 estelins au prix de 10 fr./marc;105 fr. monn. royal;1 January 1408;ADCO, B 1556, f° 84 r°
71;Jean sans Peur;;2669;Le comte de Glay (?);Ecosse;Aucune mention particulière;Paris;1 hanap d'or couvert et poinçonné (A) + 1 aiguière d'or (B);5502 ob. estelins (A) + 2307 estelins ob. (B) au prix de 75 fr./marc;1052 fr. 16 s. 3 d. t. monn. royal (l'ensemble);28 May 1413;ADCO, B 1576, f° 169 v° et 170 r°
72;Jean sans Peur;;2670;Le comte d'Arquenoy (?) ;Ecosse;Aucune mention particulière;Paris;1 hanap d'or couvert et poinçonné (A) + 1 aiguière d'or (B);5502 ob. estelins (A) + 2307 estelins ob. (B) au prix de 75 fr./marc;1052 fr. 16 s. 3 d. t. monn. royal (l'ensemble);28 May 1413;ADCO, B 1576, f° 169 v° et 170 r°
73;Jean sans Peur;;2670;Le comte d'Arquenoy (?) ;Ecosse;Aucune mention particulière;Paris;1 aiguière d'or ;2105 estelins au prix de 75 fr./marc;1052 fr. 16 s. 3 d. t. monn. royal (l'ensemble);28 May 1413;ADCO, B 1576, f° 169 v° et 170 r°
74;Jean sans Peur;;2350;Les serviteurs et officiers du roi de Bohême;Des habitants de Bohême;"""Lesquelz coliers mondit seigneur donna aux Bahaignois, qui vindrent avec madame de Brabant""";Paris;2 rabots d'or, chacun garni d'un balai et d'un diamant assis en 1 anneau;;106 fr. 10 s. t. monn. royal (l'ensemble);26 October 1409;ADCO, B 1558, f° 123 v°
75;Jean sans Peur;;2561;Jean Le Vavasseur;Receveur des aides à Evreux;"""Pour les bons services quil a faiz audit seigneur en paiant de la somme de 14000 écus que le duc de Bretaigne devoit a ycellui seigneur""";Paris;6 tasses d'argent vérées et martelées ;12400 estelins au prix de 8 fr. et demi/marc;106 fr. 12 s. 6 d. t. monn. royal;8 April 1410;ADCO, B 1560, f° 137 r° et 137 v°
76;Jean sans Peur;;200;L'abbé de Lure;;"""Lequel estoit venu devers yceli seigneur audit lieu de Paris""";Aucune mention;6 hanaps d'argent vérés + 1 aiguière d'argent vérée;12215 estelins au prix de 8 fr./marc;106 fr. 13 s. 4 d. t. monn. royal;27 May 1407;ADCO, B 1556, f° 87 v°
77;Jean sans Peur;;2249;Marie de Bourgogne, de Clèves;Comtesse de Clèves, fille de Jean sans Peur;Pour ses étrennes;Aucune mention;1 collier d'or émaillé de blanc, de rouge et de vert;;108 fr. 11 s. 3 d. t. monn. royal;1 January 1408;ADCO, B 1556, f° 90 v°
78;Jean sans Peur;;2057;Thibaut VIII de Neufchatel;;"""Pour le servir en larmee presentement faite a Paris""";Paris;1 hanap d'or;1412 estelins au prix de 75 fr./marc;108 fr. 12 s. p. monn. royal;9 November 1410;ADCO, B 1560, f° 144 v°
79;Jean sans Peur;;2564;Jean d'Arrondal;Maître d'école du duc de Guyenne;"""Que mondit seigneur lui a donne pour semblable cause""";Paris;Une pile de gobelets d'argent;;108 fr. 2 s. 6 d. t. monn. royal;30 May 1410;ADCO, B 1560, f° 135 v°
80;Jean sans Peur;;164;Girard de Terny ou de Ternier;;"""Pour le servir en larmee presentement faite a Paris""";Paris;1 gobelet d'argent doré;1100 estelins au prix de 10 fr./marc;11 fr. 4 s. p. monn. royal;9 November 1410;ADCO, B 1560, f° 143 v°
81;Jean sans Peur;;422;Jacques III de Heilly;;Pour ses étrennes;Gand;Une grande quantité de gobelets + 1 petit diamant;11015 estelins au prix de 10 l. t./marc;110 l. 18 s. 9 d. t. monn. royal;17 February 1407;ADCO, B 1547, f° 122 v°
82;Jean sans Peur;;2249;Marie de Bourgogne, de Clèves;Comtesse de Clèves;Pour ses étrennes;Lille;1 hanap d'or;1400 estelins;112 fr. 10 s. p. monn. royal;7 January 1411;ADCO, B 1560, f° 148 r°
83;Jean sans Peur;;1987;Philippe de Saint-Pol;Fils d'Antoine de Bourgogne, duc de Brabant;Pour leurs étrennes;Lille;1 fermail d'or garni de pierreries;;112 fr. 10 s. t. monn. royal (l'ensemble);5 January 1411;ADCO, B 1560, f° 147 v°
84;Jean sans Peur;;2512;Jean IV de Brabant;Fils d'Antoine de Bourgogne, duc de Brabant;Pour leurs étrennes;Lille;1 fermail d'or garni de pierreries;;112 fr. 10 s. t. monn. royal (l'ensemble);5 January 1411;ADCO, B 1560, f° 147 v°
85;Jean sans Peur;;128;Philippe Musnier, dit Jossequin;Valet de chambre et garde des joyaux du duc;Aucune mention particulière;Paris;1 poitrail d'argent;;112 fr. 3 s. p. monn. royal;28 August 1409;ADCO, B 1560, f° 137 r°
86;Jean sans Peur;;2285;Thibaud de Laval;;"""Pour le servir en larmee presentement faite a Paris""";Paris;2 flacons d'argent blanc;14700 estelins ob. au prix de 8 fr./marc;112 fr. 6 s. p. monn. royal;9 November 1410;ADCO, B 1560, f° 143 v°
87;Jean sans Peur;;2495;Philippe II de Moulins;Evêque de Tournai;Pour ses étrennes;Aucune mention;1 anneau garnie de pierres;;112 fr. demi monn. royal;1 January 1409;ADCO, B 1556, f° 85 v°
88;Jean sans Peur;;2507;Les dames venues aux noces du comte de Nevers;;"""Pour donner a aucunes des dames qui furent aux nopces de monseigneur de Nevers, audit Soissons ou mois de may derrain passe""";Bruxelles;4 diamants;;112 fr. demi monn. royal (25 écus/diamant);21 July 1409;ADCO, B 1558, f° 116 r°
89;Jean sans Peur;;15;Jean Pioche;Maître de l'hôtel du duc de Guyenne;Etrennes;Paris;Un gobelet doré;1717 estelins ob. au prix de 10 fr./marc;1120 fr. monn. royal (l'ensemble);1 January 1413;ADCO, B 1572, f° 45 r°
90;Jean sans Peur;;15;Jean Pioche;Maître de l'hôtel du duc de Guyenne;Etrennes;Paris;Une aiguière dorée;3400 estelins au prix de 10 fr./marc;1120 fr. monn. royal (l'ensemble);1 January 1413;ADCO, B 1572, f° 45 r°
91;Jean sans Peur;;88;Jean d'Aunay, dit Le Gallois d'Aunay;;Etrennes;Paris;Une carte dorée ;1110 estelins au prix de 10 fr./marc;1120 fr. monn. royal (l'ensemble);1 January 1413;ADCO, B 1572, f° 45 r°
92;Jean sans Peur;;88;Jean d'Aunay, dit Le Gallois d'Aunay;;Etrennes;Paris;Un gobelet doré;8400 estelins au prix de 10 fr./marc;1120 fr. monn. royal (l'ensemble);1 January 1413;ADCO, B 1572, f° 45 r°
93;Jean sans Peur;;92;Jean de Vergy;Seigneur de Vergy;Etrennes;Paris;3 hanaps dorés;1102 estelins ob.  au prix de 10 fr./marc;1120 fr. monn. royal (l'ensemble);1 January 1413;ADCO, B 1572, f° 45 r°
94;Jean sans Peur;;92;Jean de Vergy;Seigneur de Vergy;Etrennes;Paris;Un hanap doré;8612 estelins ob. au prix de 10 fr./marc;1120 fr. monn. royal (l'ensemble);1 January 1413;ADCO, B 1572, f° 45 r°
95;Jean sans Peur;;204;Jacques de Courtiambles;;Etrennes;Paris;De la vaisselle dorée;20000 estelins au prix de 10 fr./marc;1120 fr. monn. royal (l'ensemble);1 January 1413;ADCO, B 1572, f° 45 v°
96;Jean sans Peur;;205;Guillaume Bonnier;Gouverneur d'Arras;Etrennes;Paris;6 tasses dorées;2000 estelins au prix de 10 fr./marc;1120 fr. monn. royal (l'ensemble);1 January 1413;ADCO, B 1572, f° 45 r°
97;Jean sans Peur;;245;Philibert de Chantemerle;Seigneur de Chantemerle;Etrennes;Paris;Un gobelet doré;3015 estelins au prix de 10 fr./marc;1120 fr. monn. royal (l'ensemble);1 January 1413;ADCO, B 1572, f° 45 v°
98;Jean sans Peur;;245;Philibert de Chantemerle;Seigneur de Chantemerle;Etrennes;Paris;Une aiguière dorée;1007 estelins au prix de 10 fr./marc;1120 fr. monn. royal (l'ensemble);1 January 1413;ADCO, B 1572, f° 45 v°
99;Jean sans Peur;;267;Roland d'Uutkerke;;Etrennes;Paris;Une aiguière dorée;1700 estelins  au prix de 10 fr./marc;1120 fr. monn. royal (l'ensemble);1 January 1413;ADCO, B 1572, f° 45 v°
100;Jean sans Peur;;267;Roland d'Uutkerke;;Etrennes;Paris;6 hanaps d'argent véré;9102 estelins ob. au prix de 10 fr./marc;1120 fr. monn. royal (l'ensemble);1 January 1413;ADCO, B 1572, f° 45 v°
101;Jean sans Peur;;362;Jean V de Roubaix;Seigneur de Roubaix;Etrennes;Paris;Deux pintes dorées;10410 estelins au prix de 10 fr./marc;1120 fr. monn. royal (l'ensemble);1 January 1413;ADCO, B 1572, f° 45 r°
102;Jean sans Peur;;374;Girard de Bourbon;;Etrennes;Paris;3 hanaps dorés;9305 estelins ob. au prix de 10 fr./marc;1120 fr. monn. royal (l'ensemble);1 January 1413;ADCO, B 1572, f° 45 v°
103;Jean sans Peur;;402;Pierre de La Tremoille;;Etrennes;Paris;Une carte dorée ;10305 estelins au prix de 10 fr./marc;1120 fr. monn. royal (l'ensemble);1 January 1413;ADCO, B 1572, f° 45 r°
104;Jean sans Peur;;402;Pierre de La Tremoille;Seigneur de Dours;Etrennes;Paris;3 hanaps dorés;9307 estelins ob. au prix de 10 fr./marc;1120 fr. monn. royal (l'ensemble);1 January 1413;ADCO, B 1572, f° 45 v°
105;Jean sans Peur;;422;Jacques III de Heilly;Seigneur de Heilly;Etrennes;Paris;2 cartes dorées;4018 estelins ob. au prix de 10 fr./marc;1120 fr. monn. royal (l'ensemble);1 January 1413;ADCO, B 1572, f° 45 r°
106;Jean sans Peur;;444;Jacques de Longroy;Seigneur de Longroy;Etrennes;Paris;Une carte dorée ;10317 estelins ob.  au prix de 10 fr./marc;1120 fr. monn. royal (l'ensemble);1 January 1413;ADCO, B 1572, f° 44 v°
107;Jean sans Peur;;650;Jean Ier de Croÿ;Seigneur de Croÿ;Etrennes;Paris;6 tasses dorées et martelées;12000 estelins au prix de 10 fr./marc;1120 fr. monn. royal (l'ensemble);1 January 1413;ADCO, B 1572, f° 45 r°
