IdDon;Auteur;Intermediaire;IdBene;Beneficiaire;Statut;Nature;Lieu;Formes;Poids;Prix;Informations;Sources
30;Jean sans Peur;Pierre Mace;2309;Poncelet de Jonchery (?);Clerc du receveur de Troyes;"""Pour aler querir certaines sommes dargent dont mondit seigneur estoit assignez sur les receveurs de Soissons et de Laon, et 1000 écus deues le receveur d'Arras""";Paris;Un cheval morel valant 15 fr. 15 s. t.;;15 fr. 15 s. t. monn. royal;7 November 1410;ADCO, B 1560, f° 126 r°
31;Jean sans Peur;;2335;Pierre de Sorel;Seigneur de Sorel, chevalier et chambellan du duc;Aucune mention particulière;Aucune mention;Un cheval valant 100 écus d'or;;100 écus d'or;27 October 1411;ADCO, B 1570, f° 244 v°
32;Jean sans Peur;;5623;Pierre de Miraumont;Seigneur de Miraumont;Aucune mention particulière;Lille;1 cheval bai à longue queue;;236 l. 10 s. de 30 gros nouvelle monn. de Flandre la livre (les trois chevaux);20 January 1414;ADN, B 1903, f° 144 r°
33;Jean sans Peur;;2272;Pierre de Girlant (?);Ecuyer et panetier du duc;Aucune mention particulière;Paris;1 cheval gris pommelé ;;40 écus;14 December 1405;ADCO, B 1543, f° 119 r°
34;Jean sans Peur;;2272;Pierre de Girlant (?);Ecuyer et panetier du duc;Aucune mention particulière;Paris;1 cheval gris pommelé ;;40 écus;14 December 1405;ADCO, B 1543, f° 119 r°
35;Jean sans Peur;;5599;Pierre de Bardenenche;Ecuyer;Aucune mention particulière;Lille;1 cheval roux à longue queue;;50 écus or monn. royal;31 August 1414;ADN, B 1903, f° 146 v° et 147 r°
36;Jean sans Peur;;128;Philippe Musnier, dit Jossequin;Valet de chambre et garde des joyaux du duc;Aucune mention particulière;Bruges;Un cheval gris brun à longue queue valant 45 fr.;;45 fr. monn. royal;10 August 1408;ADCO, B 1554, f° 110 v°
37;Jean sans Peur;;128;Philippe Musnier, dit Jossequin;Valet de chambre et garde des joyaux du duc;Aucune mention particulière;Paris;Un cheval gris valant 67 fr. demi;;67 fr. demi monn. royal;22 June 1410;ADCO, B 1562, f° 49 v°
38;Jean sans Peur;;128;Philippe Musnier, dit Jossequin;Valet de chambre et garde des joyaux du duc;Aucune mention particulière;Douai;1 cheval brun gris à longue queue ;;60 écus or monn. royal;21 June 1414;ADN, B 1903, f° 146 v°
39;Jean sans Peur;;2263;Philippe d'Orléans;Comte de Vertus et fils de Louis d'Orléans;Aucune mention particulière;Aucune mention;Un cheval roux bai à courte queue ;;;12 September 1412;ADCO, B 1571, f° 152 v° et 153 r°
40;Jean sans Peur;;2263;Philippe d'Orléans;Comte de Vertus et fils de Louis d'Orléans;Aucune mention particulière;;"6 chevaux carapaçonés (""six harnois [...] brides, poitraux et culières à chacun lesdits harnois, deux pendants de trois, l'une blanche, l'autre verde, et l'autre noire. Lesquels sont semés de rabos et de couppeaux de laton doré, à la devise de mondit seigneur""";;;August 1412;DE LABORDE, Les ducs de Bourgogne, étude sur les lettres, les arts et l'industrie pendant le XVe siècle, t. I, 1851, n° 261, p. 92
41;Jean sans Peur;;218;Philippe d'Orges;Ecuyer et échanson du duc;"""En recompensacion dun cheval que nagaire lui estoit mort en son service""";Paris;Un cheval gris pommelé à longue queue valant 36 écus;;36 écus;18 September 1406;ADCO, B 1543, f° 119 r° et 119 v°
42;Jean sans Peur;;5621;Philippe de Vienne;;Aucune mention particulière;Auxerre;1 cheval brun bai à longue queue;;337 fr. 10 s. t. monn. royal (les deux);19 August 1412;ADN, B 1903, f° 142 r°
43;Jean sans Peur;;2346;Philippe de Ternant;Seigneur de Ternant;Aucune mention particulière;Aucune mention;Un cheval roux avec les crains et les jambes noirs (les 12 chevaux valent 2850 écus d'or);;2850 écus d'or (les 12 chevaux);7 September 1412;ADCO, B 1571, f° 151 r° et 152 r°
44;Jean sans Peur;;2318;Philippe de Harcourt;;Aucune mention particulière;Paris;Un cheval bai (les huits chevaux valent 1068 fr. 15 s. t.);;1068 fr. 15 s. t. monn. royal (les 8 chevaux);8 November 1410;ADCO, B 1560, f° 125 r° et 125 v°
45;Jean sans Peur;;2318;Philippe de Harcourt;;Aucune mention particulière;Paris;Un cheval bai (les huits chevaux valent 1068 fr. 15 s. t.);;1068 fr. 15 s. t. monn. royal (les 8 chevaux);8 November 1410;ADCO, B 1560, f° 125 r° et 125 v°
46;Jean sans Peur;;2223;Philippe de Bourgogne;Comte de Nevers, frère du duc;Aucune mention particulière;Paris;1 cheval gris pommelé à courte queue;;;6 January 1406;ADCO, B 1543, f° 116 v°
47;Jean sans Peur;;2223;Philippe de Bourgogne;Comte de Nevers, frère du duc;Aucune mention particulière;Paris;1 cheval gris pommelé à courte queue;;;6 January 1406;ADCO, B 1543, f° 116 v°
48;Jean sans Peur;;2342;Philibert de Naillac;Grand maître de Rhodes;Aucune mention particulière;Aucune mention;Un cheval bai à longue queue valant 150 écus d'or;;150 écus d'or;2 September 1412;ADCO, B 1571, f° 149 r° et 149 v°
49;Jean sans Peur;;753;Philibert de Billy;;"""Pour aler en Lombardie""";Paris;Un coursier noir valant 150 fr.;;150 fr. monn. royal;25 June 1409;ADCO, B 1558, f° 105 v°
50;Jean sans Peur;;311;Petit Guillaume;Potagier du duc;"""Pour soy monter pour ce que le sien avoit este affole"". Le cheval est donné en mars ";Paris;1 cheval bai;;12 écus;26 avril 1406 (quittance);ADCO, B 1543, f° 119 r°
51;Jean sans Peur;;2359;Perrine Larchier;;"""Lequel courcier mondit seigneur donna lors à Perrine Larchier qui lui avoit apporté nouvelles de par les seigneurs, bourgois et habitans de la ville de Rouen que ilz se rendroient aux Angloiz se mondit seigneur ne les secouroit ou faisoit secourir bien brief""";Pontoise;Un coursier brun valant 120 moutons d'or;;120 moutons d'or;1 December 1418;ADCO, B 1598, f° 138 r° et 138 v°
52;Jean sans Peur;;2296;Perrenot Rouhier, dit Courageux;Veneur du duc;Aucune mention particulière;Aucune mention;Un cheval valant 20 écus;;20 écus;1 June 1409;ADCO, B 1558, f° 108 v°
53;Jean sans Peur;;2305;Paulin;Ambassadeur du pape;Lors d'une ambassade dudit Paulin auprès du duc;Paris;Un cheval gris à courte queue valant 67 fr. demi;;67 fr. demi monn. royal;18 April 1410;ADCO, B 1560, f° 123 r°
54;Jean sans Peur;;550;Oudart de L'Espinace;Ecuyer et échanson du duc;Aucune mention particulière;Lille;1 cheval bai à courte queue;;46 l. de 49 gros monn. de Flandre;3 March 1406;ADCO, B 1543, f° 118 v°
55;Jean sans Peur;;338;Olivier de Creully;Ecuyer tranchant du duc;Aucune mention particulière;Paris;Un cheval valant 60 fr.;;60 fr. monn. royal;10 January 1409;ADCO, B 1558, f° 103 v°
56;Jean sans Peur;;2236;Olivier de Châtillon;Comte de Penthièvre;Aucune mention particulière;Aucune mention;Un cheval bai à longue queue valant 135 fr.;;135 fr. monn. royal;2 January 1410;ADCO, B 1558, f° 108 r°
57;Jean sans Peur;;2058;Nicolas Grenon;Maître des enfants de la chapelle du duc;Aucune mention particulière;Gand;1 cheval bai à courte queue;;10 l. de 30 gros nouvelle monn. de Flandre la livre;27 December 1413;ADN, B 1903, f° 143 r°
58;Jean sans Peur;;2238;Morimont de Tourzel;Baron d'Allègre, conseiller et chambellan du duc de Berry;Aucune mention particulière;Aucune mention;Un cheval gris valant 140 fr.;;140 fr. monn. royal;4 April 1408;ADCO, B 1554, f° 108 r°
59;Jean sans Peur;;1234;Moreau Dorie;Ambassadeur du seigneur de Mathelin;Lors d'une ambassade du seigneur de Mathelin auprès du duc;Paris;Un cheval valant 60 fr. d'or;;60 fr. or;2 January 1410;ADCO, B 1560, f° 124 v° et 125 r°
60;Jean sans Peur;;2281;Monin;Chevalier et chambellan du duc de Berry;"""Lequel estoit venu devers mondit seigneur a Gand lui dire et rapporter aucunes choses de par ycellui monseigneur de Berry""";Aucune mention;Un cheval fauve à courte queue valant 50 écus d'or;;50 écus d'or;20 June 1407;ADCO, B 1547, f° 113 v°
61;Jean sans Peur;;2306;Michel des Essarts;Valet de chambre du duc;Aucune mention particulière;Paris;Un cheval (les six chevaux valent 506 fr. 5 s. t.);;506 fr. 5 s. t. monn. royal (les 6 chevaux) ;18 April 1410;ADCO, B 1560, f° 124 r° et 124 v°
62;Jean sans Peur;;2307;Maurice de Ruilly;Valet de chambre du duc;Aucune mention particulière;Paris;Un cheval (les six chevaux valent 506 fr. 5 s. t.);;506 fr. 5 s. t. monn. royal (les 6 chevaux) ;18 April 1410;ADCO, B 1560, f° 124 r° et 124 v°
63;Jean sans Peur;;457;Marie de Bourgogne, de Savoie;Comtesse de Savoie et de Genève, épouse d'Amédée VIII, comte de Savoie;"""Donner a madame la comtesse de Geneve quant elle se parti devers de Gand de la compaignie de madame la duchesse""";Aucune mention;Une haquenée baie valant 80 écus;;80 écus;23 April 1408;ADCO, B 1554, f° 105 v°
64;Jean sans Peur;;2355;Marguerite de Bourgogne, comtesse de Hainaut;Comtesse de Hainaut;Aucune mention particulière;Gand;Un cheval roux valant 160 écus;;160 écus;26 December 1413;ADCO, B 1576, f° 164 r° et 164 v°
65;Jean sans Peur;;1226;Maître Jean;Enfant de la chapelle du duc;Aucune mention particulière;Bruges;1 petit cheval gris à courte queue;;5 l. de 30 gros nouvelle monn. de Flandre la livre;1 March 1415;ADN, B 1903, f° 149 v° et 150 r°
66;Jean sans Peur;;1392;Lusquin du Mares;Queux du comte de Charolais;Aucune mention;Gand;Un cheval ;;;15 June 1407;ADCO, B 1547, f° 114 v°
67;Jean sans Peur;;259;Lourdin de Saligny;Chevalier et chambellan du duc;Aucune mention particulière;Bruges;Un cheval gris pommelé à courte queue valant 70 écus d'or;;70 écus d'or;2 March 1407;ADCO, B 1547, f° 112 v°
68;Jean sans Peur;;2307;Louis de Savoie-Achaïe;Prince de Piémont;Aucune mention particulière;Paris;Un cheval fauve valant 135 fr. d'or;;135 fr. or;30 April 1410;ADCO, B 1560, f° 124 v°
69;Jean sans Peur;;2308;Louis de La Tremoille;Evêque de Tournai et conseiller du duc;"""Pour les bons services quil lui a faiz, et fait chacun jour""";Paris;Un cheval gris à longue queue valant 120 fr. d'or;;120 fr. or;8 July 1410;ADCO, B 1560, f° 120 v° et 121 r°
70;Jean sans Peur;;2220;Louis de France;Duc de Guyenne;Aucune mention particulière;Aucune mention;2 chevaux;;;10 August 1408;ADCO, B 1556, f° 97 r°
71;Jean sans Peur;;2316;Lionnel ou Lionnet d'Asnieres;Ecuyer du comte de La Marche;Aucune mention particulière;Paris;Un cheval morel à courte queue valant 80 écus d'or;;80 écus d'or;8 November 1410;ADCO, B 1560, f° 122 r°
72;Jean sans Peur;Girard de Bourbon;2316;Lionnel ou Lionnet d'Asnieres;Ecuyer du comte de La Marche;Aucune mention particulière;Aucune mention;Un cheval gris pommelé à courte queue (les trois chevaux valent 168 fr. 15 s. t.);;168 fr. 15 s. t. monn. royal (les 3 chevaux);6 January 1412;ADCO, B 1570, f° 237 v°
73;Jean sans Peur;;2350;Les serviteurs et officiers du roi de Bohême;Un chevalier du roi de Bohême;"""Qui estoit en la compaignie de Enguerran de Bournonville""";Aucune mention;Un cheval roux gris à longue queue avec une tâche noire sur le dos;;;12 September 1412;ADCO, B 1571, f° 152 v° et 153 r°
74;Jean sans Peur;;1507;Les serviteurs et officiers du duc de Guyenne;;Aucune mention particulière;Paris;Un cheval bai à longue queue valant 90 écus;;90 écus;12 May 1408;ADCO, B 1554, f° 109 r°
75;Jean sans Peur;;1507;Les serviteurs et officiers du duc de Guyenne;Un valet de forge du duc;Aucune mention particulière;Aucune mention;Un cheval brun bai valant 5 écus 6 s. p.;;5 écus 6 s. p. ;1 June 1409;ADCO, B 1558, f° 108 v°
76;Jean sans Peur;;2325;Les serviteurs et officiers de la reine d'Aragon;Un écuyer, ambassadeur de la reine d'Aragon;Aucune mention particulière;Arras;Un cheval gris à longue queue valant 45 fr. monn. royal;;45 fr. monn. royal;26 April 1411;ADCO, B 1570, f° 240 r° et 240 v°
77;Jean sans Peur;;2248;Les serviteurs du roi de Navarre;Un maréchal du roi de Navarre;Aucune mention particulière;Aucune mention;Un cheval fauve à longue queue valant 110 écus;;110 écus;9 December 1409;ADCO, B 1558, f° 107 v°
78;Jean sans Peur;;2334;Les serviteurs du prince de Galles;Un archer du prince de Galles;Aucune mention particulière;Arras;Une mule et un cheval bai, l'ensemble valant 60 écus de 30 gros nouvelle monn. de Flandres;;60 écus de 30 gros nouvelle monn. de Flandre;8 October 1411;ADCO, B 1570, f° 241 r° et 241 v°
79;Jean sans Peur;;2294;Les serviteurs du comte de Charolais;;Aucune mention particulière;Aucune mention;Deux chevaux, l'un fauve et l'autre morel, valant 26 écus;;26 écus ;1 June 1409;ADCO, B 1558, f° 108 r°
80;Jean sans Peur;;2294;Les serviteurs du comte de Charolais;Deux officiers du comte de Charolais;Aucune mention particulière;Aucune mention;Deux chevaux valant 21 écus;;21 écus;1 June 1409;ADCO, B 1558, f° 108 v°
81;Jean sans Peur;;2354;Les membres de la chapelle du duc;Un enfant de la chapelle du duc;Aucune mention particulière;Gand;Un cheval fauvel à courte queue valant 8 écus ;;8 écus;16 December 1413;ADCO, B 1576, f° 164 r°
82;Jean sans Peur;;2300;Les enfants de la chapelle du duc;Quatre enfants de la chapelle du duc;"""Lesquelz il fist venir avec lui a Bruxelles aux nopces de monseigneur de Brabant""";Malines;4 petits chevaux valant 25 fr. 13 s. 6 d. t.;;25 fr. 13 s. 6 d. t. monn. royal;23 July 1409;ADCO, B 1558, f° 106 r°
83;Jean sans Peur;;5627;Le seigneur de Sieses (?);Seigneur de Sieses ;Aucune mention particulière;Bruges;1 cheval bai;;30 l. 2 s. de 30 gros nouvelle monn. de Flandre la livre;1 March 1415;ADN, B 1903, f° 149 r° et 149 v°
84;Jean sans Peur;;2349;Le seigneur de Pheluis;Chevalier de Rhodes, serviteur du comte de Savoie;Aucune mention particulière;Aucune mention;Un cheval gris pommelé;;;7 September 1412;ADCO, B 1571, f° 151 r° et 152 r°
85;Jean sans Peur;;2304;Le neveu du commandant du Naples;;Aucune mention particulière;Paris;Un cheval gris à longue queue valant 1235 fr. d'or;;1235 fr. or;10 April 1410;ADCO, B 1560, f° 123 r°
86;Jean sans Peur;;2343;Le neveu d'Arnaud de Corbie;Chancelier de France;Aucune mention particulière;Aucune mention;Un cheval brun bai à longue queue (les 12 chevaux valent 2850 écus d'or);;2850 écus d'or (les 12 chevaux);7 September 1412;ADCO, B 1571, f° 151 r° et 152 r°
87;Jean sans Peur;;2353;Le maréchal de Calais;;Aucune mention particulière;Saint-Omer;Un cheval bai à longue queue valant 93 écus 6 s. 8 d. de 30 gros nouvelle monn. de Flandres;;93 écus 6 s. 8 d. de 30 gros nouvelle monn. de Flandre;9 October 1413;ADCO, B 1576, f° 163 r° et 163 v°
88;Jean sans Peur;;232;Le Dauphin de Seris;Echanson du duc;Aucune mention particulière;Bruges;Un cheval valant 66 écus;;66 écus;14 April 1407;ADCO, B 1554, f° 109 v°
89;Jean sans Peur;;232;Le Dauphin de Seris;;Pour sa monture en son service;Lille;Un cheval noir à courte queue;;;9 March 1411;ADCO, B 1562, f° 47 r°
90;Jean sans Peur;;232;Le Dauphin de Seris;;Aucune mention particulière;Douai;1 cheval gris blanc à longue queue;;60 écus or monn. royal;21 June 1414;ADN, B 1903, f° 146 v°
91;Jean sans Peur;;2284;Le comte de Sainnes (?);;Aucune mention particulière;Aucune mention;Un cheval fauve à courte queue valant 80 écus;;80 écus;22 October 1407;ADCO, B 1554, f° 106 r°
92;Jean sans Peur;;2330;Le bâtard de Quincey;;Aucune mention particulière;Aucune mention;Un cheval bai à longue queue valant 28 écus;;28 écus;20 August 1411;ADCO, B 1570, f° 237 r°
93;Jean sans Peur;;2345;La Rocque;Ecuyer d'écurie du roi;Aucune mention particulière;Aucune mention;Un cheval gris à courte queue (les 12 chevaux valent 2850 écus d'or);;2850 écus d'or (les 12 chevaux);7 September 1412;ADCO, B 1571, f° 151 r° et 152 r°
94;Jean sans Peur;Jean Mont;1236;Josip;Ambassadeur de Turquie;Après une ambassade auprès du duc au mois de décembre 1410;Lille;Deux chevaux, l'un gris brun à longue queue et l'autre à courte queue + deux selles garnies de harnois de drap vert et autres nécessités, l'ensemble valant 91 fr. 2 s. 6 d. t.;;91 fr. 2 s. 6 d. t. monn. royal;7 March 1411;ADCO, B 1562, f° 48 v° et 49 r°
95;Jean sans Peur;;2313;Jeannot;Ecuyer du roi de Navarre;Aucune mention particulière;Paris;Un cheval gris à courte queue valant 80 écus;;80 écus;8 November 1410;ADCO, B 1560, f° 122 r°
96;Jean sans Peur;;2352;Jeanne II d'Auvergne;Duchesse de Berry;Aucune mention particulière;Paris;4 haquenées valant 500 écus;;500 écus;22 February 1413;ADCO, B 1572, f° 35 v°
97;Jean sans Peur;;192;Jean, dit Le bâtard du Bochet;;"""Pour aller en laide de monseigneur le duc de Brebant en larmee quil fist oudit mois de septembre 1407 a lencontre dudit Rouge""";Aucune mention;Un cheval bai valant 50 écus;;50 écus;2 March 1408;ADCO, B 1554, f° 106 v°
98;Jean sans Peur;;2165;Jean Wanezie;Ménestrel du duc;Aucune mention particulière;Saint-Omer;Un cheval bai à courte queue valant 16 écus de 40 gros vieille monn. de Flandres;;16 écus de 40 gros vieille monn. de Flandre;4 October 1413;ADCO, B 1576, f° 162 r°
99;Jean sans Peur;;575;Jean Thomas;Chevaucheur du duc faisant la dépense de l'écurie du duc;Aucune mention particulière;Lille;1 cheval bai à courte queue;;50 écus d'or (les deux chevaux);22 January 1414;ADN, B 1903, f° 144 v°
100;Jean sans Peur;;15;Jean Pioche;;"""Pour aller en laide de monseigneur le duc de Brebant en larmee quil fist oudit mois de septembre 1407 a lencontre dudit Rouge""";Aucune mention;Un chval bai valant 100 écus;;100 écus;2 March 1408;ADCO, B 1554, f° 106 v°
101;Jean sans Peur;;5622;Jean Petit;Enfant de la chapelle du duc;Aucune mention particulière;Gand;1 cheval bai à courte queue;;6 l. de 30 gros nouvelle monn. de Flandre la livre;27 December 1413;ADN, B 1903, f° 143 r°
102;Jean sans Peur;;484;Jean Oudart;Chevalier et chambellan du duc;Aucune mention particulière;Douai;Un cheval gris à longue queue valant 100 fr.;;100 fr. monn. royal;8 January 1412;ADCO, B 1570, f° 241 v°
103;Jean sans Peur;;373;Jean Moreau;Clerc des offices de l'hôtel du duc;Aucune mention particulière;Paris;Un cheval bai à longue queue valant 13 fr. demi;;13 fr. demi monn. royal;19 March 1409;ADCO, B 1558, f° 104 v°
104;Jean sans Peur;;69;Jean Marchant;Compagnon du confesseur du duc;Aucune mention particulière;Arras;Un cheval fauve valant 28 écus;;28 écus;15 February 1408;ADCO, B 1554, f° 105 v°
105;Jean sans Peur;;69;Jean Marchant;Confesseur du duc;Aucune mention particulière;Gand;Un cheval bai à longue queue valant 66 fr.;;66 fr. monn. royal;31 July 1409;ADCO, B 1558, f° 106 v°
106;Jean sans Peur;;69;Jean Marchant;Confesseur du duc;Aucune mention particulière;Lille;Un mulet valant 50 écus d'or;;50 écus d'or;24 November 1410;ADCO, B 1560, f° 121 v°
107;Jean sans Peur;;243;Jean Manus;Canonnier du duc;Aucune mention particulière;Paris;Un cheval gris (les huits chevaux valent 1068 fr. 15 s. t.);;1068 fr. 15 s. t. monn. royal (les 8 chevaux);8 November 1410;ADCO, B 1560, f° 125 r° et 125 v°
108;Jean sans Peur;;2297;Jean Lescot;Archer du duc;Aucune mention particulière;Paris;Un cheval fauve à courte queue valant 15 fr. 15 s. t.;;15 fr. 15 s. t. monn. royal;15 June 1409;ADCO, B 1558, f° 105 r°
109;Jean sans Peur;;2297;Jean Lescot;Ecuyer d'écurie du duc;Pour avoir une monture et être au service du duc;Aucune mention;Un cheval fauve à courte queue valant 60 écus d'or monn. royal;;60 écus d'or monn. royal;8 November 1411;ADCO, B 1570, f° 238 v° et 239 r°
110;Jean sans Peur;;2297;Jean Lescot;Ecuyer d'écurie du duc;En récompense d'un cheval qu'il a perdu au service du duc;Aucune mention;Un coursier brun bai valant 60 écus d'or;;60 écus d'or;8 November 1411;ADCO, B 1570, f° 240 v° et 241 r°
111;Jean sans Peur;;229;Jean Le Pourcelot de Besancon;;Aucune mention particulière;Bruges;Un cheval valant 95 écus;;95 écus;4 August 1408;ADCO, B 1554, f° 111 r°
112;Jean sans Peur;;630;Jean Le Clerc;Conseiller du duc;Aucune mention particulière;;Un cheval bai à longue queue valant 80 l. t.;;80 l. t. monn. royal;18 May 1419;ADCO, B 1601, f° 76 v°
113;Jean sans Peur;;391;Jean Le Boulangier, dit Pagot;Ménestrel du duc;Aucune mention particulière;Paris;Un cheval (les six chevaux valent 506 fr. 5 s. t.);;506 fr. 5 s. t. monn. royal (les 6 chevaux) ;18 April 1410;ADCO, B 1560, f° 124 r° et 124 v°
114;Jean sans Peur;;2348;Jean Lansart;;Aucune mention particulière;Aucune mention;Un cheval brun gris;;;7 September 1412;ADCO, B 1571, f° 151 r° et 152 r°
115;Jean sans Peur;;185;Jean III de Bavière;Evêque de Liège;Aucune mention particulière;Paris;1 coursier bai à longue queue;;60 écus;22 November 1405;ADCO, B 1543, f° 118 v°
